ad_id,page_name,political_value,paid_for_by,ad_text,observed_at,call_to_action,targetings
23845812346880496,Police Association of Ontario,1,NA,NA,2020-12-25T22:51:58Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'LOCATION': [{'Location', 'Ontario'}]},2020-12-25,2021-01-26"
23845950262900124,Chicks On The Right,1,NA,"Calling all CONSERVATIVES!!! Show your support for our great country by joining AMAC, www.amac.us/chicks , the CONSERVATIVE alternative to AARP!Unite your voice with more than 2 million fellow conservatives and let your voice be heard in Washington!We can’t sit back and watch our country turned upside down by the left.  JOIN TODAY and help AMAC fight to save the America we love! … See More
Calling all CONSERVATIVES!!! Show your support for our great country by joining AMAC, www.amac.us/chicks , the CONSERVATIVE alternative to AARP!
Unite your voice with more than 2 million fellow conservatives and let your voice be heard in Washington!
We can’t sit back and watch our country turned upside down by the left.  JOIN TODAY and help AMAC fight to save the America we love! … See More
AMAC.US/CHICKS
Stand and Fight! Join AMAC TODAY! One Year Only $16!
Stand and Fight! Join AMAC TODAY! One Year Only $16!
AMAC, the Association of Mature American Citizens, is the CONSERVATIVE alternative to AARP.  We provide advocacy for conservative in D.C. and offer a number of member benefits to save you money and simplify your life.
Sign Up
Like
Comment",2020-12-25T03:38:18Z,NA,"{'AGE_GENDER': [{'Age': '36-53', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_LOOKALIKE': [{'PMR Excel', 'CALookalike'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-25"
23846099081780124,Chicks On The Right,1,NA,"Calling all CONSERVATIVES!!! Show your support for our great country by joining AMAC, www.amac.us/chicks , the CONSERVATIVE alternative to AARP!Unite your voice with more than 2 million fellow conservatives and let your voice be heard in Washington!We can’t sit back and watch our country turned upside down by the left.  JOIN TODAY and help AMAC fight to save the America we love! … See More
Calling all CONSERVATIVES!!! Show your support for our great country by joining AMAC, www.amac.us/chicks , the CONSERVATIVE alternative to AARP!
Unite your voice with more than 2 million fellow conservatives and let your voice be heard in Washington!
We can’t sit back and watch our country turned upside down by the left.  JOIN TODAY and help AMAC fight to save the America we love! … See More
AMAC.US/CHICKS
Stand and Fight! Join AMAC TODAY! One Year Only $16!
Stand and Fight! Join AMAC TODAY! One Year Only $16!
AMAC, the Association of Mature American Citizens, is the CONSERVATIVE alternative to AARP.  We provide advocacy for conservative in D.C. and offer a number of member benefits to save you money and simplify your life.
Sign Up",2020-12-25T00:12:35Z,NA,"{'AGE_GENDER': [{'Age': '36-53', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_LOOKALIKE': [{'PMR Excel', 'CALookalike'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2021-01-26"
23846146190650748,National Museum of American Jewish History,1,NA,"For over 40 years, our mission has been to provide educational programs and experiences that preserve, explore, and celebrate the history of Jews in America. We diligently work to bring Jewish Americans closer to their heritage and to inspire in people of all backgrounds a greater appreciation for the diversity of the American experience and the freedoms to which Americans aspire. While our doors remain closed to protect our staff and visitors, we will continue to serve our… See More
For over 40 years, our mission has been to provide educational programs and experiences that preserve, explore, and celebrate the history of Jews in America. 
We diligently work to bring Jewish Americans closer to their heritage and to inspire in people of all backgrounds a greater appreciation for the diversity of the American experience and the freedoms to which Americans aspire. While our doors remain closed to protect our staff and visitors, we will continue to serve our… See More
RBG Holiday 8 Card Pack
Shop Now
I Look Up To... Ruth Bader Ginsburg Board Book
Shop Now
Ruth Bader Ginsburg Magnetic Personality Finger Puppet
Shop Now
Be Independent Ruth Bader Ginsburg Coffee Mug
Shop Now
Ruth Bader Ginsburg ""RBG"" Dissent Collar Pin XL
Shop Now
Ruth Bader Ginsburg ""RBG"" Dissent Collar Temporary Tattoos
Shop Now
Ruth Bader Ginsburg ""I Dissent"" Enamel Pin
Shop Now
Ruth Baby Ginsburg Collar Bib ""RBG""
Shop Now
Ruth Bader Ginsburg ""RBG"" When There Are Nine Socks
Shop Now
Pocket RBG Wisdom: Supreme Quotes and Inspired Musings from Ruth Bader Ginsburg
Shop Now",2020-12-25T19:11:32Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_LOOKALIKE': [{'CALookalike', 'Brand Knew'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2021-02-01"
23846183392390788,The Young Turks,1,NA,"Cenk Uygur here -- TYT was built by you. And I love you for it. We're almost done with our $2 million fundraising drive. Can you please donate to help us hit our goal? It would make a gigantic difference in building progressive media that is unrelenting, unapologetic, and independent. Thank you.
Cenk Uygur here -- TYT was built by you. And I love you for it. 
We're almost done with our $2 million fundraising drive. Can you please donate to help us hit our goal? It would make a gigantic difference in building progressive media that is unrelenting, unapologetic, and independent. Thank you.
SECURE.ACTBLUE.COM
Support Independent Progressive Media
Support Independent Progressive Media
Not affiliated with Facebook
Donate Now
Like
Comment",2020-12-25T23:34:34Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'INTERESTS': [{'Interests': 'Ruth Bader Ginsburg'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-27"
23846229655840552,The Economist,1,NA,"The assumption that Donald Trump will continue to preside over the mess he has made of the right is premature
The assumption that Donald Trump will continue to preside over the mess he has made of the right is premature
economist.com
Why Donald Trump's future relationship with the GOP is on shaky ground
Why Donald Trump's future relationship with the GOP is on shaky ground
The end of Trump?
Like
Comment",2020-12-25T00:46:26Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_ENGAGEMENT_PAGE': [{'CAEngagementPage', 'The Economist'}], 'LOCALE': [{'Locale': ['English (UK)', 'English (US)']}]},2020-12-25,2021-01-06"
23846322920810292,Alavi • ალავი,1,NA,"საქართველო ღვინის სამშობლოდ არის წოდებული, სწორედ ამიტომ ქართული სუფრა ღვინის გარეშე წარმოუდგენელია ჩვენი უნიკალური ღვინის აქსესუარების ნაკრები საშუალებას მოგცემთ, რომ ღვინის სერვირების და დეგუსტაციის პროცესი უფრო სასიამოვნო და კომფორტული გახადოთ შეიძინეთ ნაკრები 300₾-ის ნაცვლად 150₾-ად და მიიღეთ კახური საფერავის ღვინო საჩუქრად ნა… See More
 საქართველო ღვინის სამშობლოდ არის წოდებული, სწორედ ამიტომ ქართული სუფრა ღვინის გარეშე წარმოუდგენელია
 ჩვენი უნიკალური ღვინის აქსესუარების ნაკრები საშუალებას მოგცემთ, რომ ღვინის სერვირების და დეგუსტაციის პროცესი უფრო სასიამოვნო და კომფორტული გახადოთ
 შეიძინეთ ნაკრები 300₾-ის ნაცვლად 150₾-ად და მიიღეთ კახური საფერავის ღვინო საჩუქრად 
ნა… See More
alavi.ge
ღვინის აქსესუარების ნაკრები 
ღვინის აქსესუარების ნაკრები 
ღვინის აქსესუარების ნაკრები არის ქეისი რომელშიც მოთავსებულია ღვინის დამხმარე აქსესუარები. აქსესუარების ნაკრე...
Shop Now
Like
Comment",2020-12-25T09:09:26Z,NA,"{'AGE_GENDER': [{'Age': '13-38', 'Gender': 'ANY'}], 'INTERESTS': [{'Interests': 'Winery'}], 'LOCATION': [{'Tbilisi, Tbilisi', 'Location'}]},2020-12-25,2020-12-25"
23846325889190072,Milbank LLP,1,NA,"We're pleased to congratulate Global Executive Committee member Stacey J. Rappaport for being a Women's Legal Award honoree at Corporate Counsel's 2020 Women, Influencer & Power in Law Awards, recognizing exceptional leadership and a commitment to empowering women in law. Congratulations, Stacey!
We're pleased to congratulate Global Executive Committee member Stacey J. Rappaport for being a Women's Legal Award honoree at Corporate Counsel's 2020 Women, Influencer & Power in Law Awards, recognizing exceptional leadership and a commitment to empowering women in law. Congratulations, Stacey!
milbank.com
Corporate Counsel Honors Milbank’s Stacey J. Rappaport with 2020 Women, Influence & Power in Law Award
Corporate Counsel Honors Milbank’s Stacey J. Rappaport with 2020 Women, Influence & Power in Law Award
Milbank Litigation & Arbitration Group partner and Global Executive Committee member Stacey J. Rappaport
Like
Comment",2020-12-25T06:31:20Z,NA,"{'AGE_GENDER': [{'Age': '10-53', 'Gender': 'ANY'}], 'INTERESTS': [{'Interests': 'International law'}], 'LOCALE': [{'Locale': ['English (UK)', 'English (US)']}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-25"
23846363361450592,USA TODAY,1,NA,"Any Republican efforts in Congress to reject Biden's victory now would almost certainly lack enough support in the Senate to go anywhere.
Any Republican efforts in Congress to reject Biden's victory now would almost certainly lack enough support in the Senate to go anywhere.
usatoday.com
'It really is over now': The 24 hours that likely thwarted Trump's effort to overturn the election
'It really is over now': The 24 hours that likely thwarted Trump's effort to overturn the election
With Senate Majority Leader Mitch McConnell recognizing Joe Biden's election win, the dam has broken for President Donald Trump.
Like
Comment",2020-12-25T22:19:57Z,NA,"{'AGE_GENDER': [{'Age': '13-32', 'Gender': 'ANY'}], 'ED_STATUS': [{'EdStatus': 'EDU_COLLEGE_ALUMNUS'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-25"
23846366019580640,Independent Professionals Association,1,NA,"$600 is not nearly enough.We’re demanding more. Add your name to help provide a meaningful stimulus relief package for freelancers, independent contractors, and self-employed workers
$600 is not nearly enough.
We’re demanding more. 
Add your name to help provide a meaningful stimulus relief package for freelancers, independent contractors, and self-employed workers
indywork.org
Sign the Petition - Independent Professionals Association
Sign the Petition - Independent Professionals Association
It’s been nearly four months since the US government has provided financial assistance to millions of freelancers, independent contractors, and self-employed workers. Since the pandemic hit…
Learn More
Like
Comment",2020-12-25T05:44:40Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'LOCATION': [{'Location', 'California'}]},2020-12-25,2020-12-25"
23846366539950448,Democracy Now!,1,NA,"President Trump has continued to raise massive sums of money after his election loss, and he has funneled more than $60 million to a new political action committee that he will control after he leaves office — an unprecedented war chest for an outgoing president. “It’s a loosely regulated political vehicle that Trump can tap into after he leaves the White House to retain influence in the Republican Party and also to potentially benefit himself and his family financially,"" say… See More
President Trump has continued to raise massive sums of money after his election loss, and he has funneled more than $60 million to a new political action committee that he will control after he leaves office — an unprecedented war chest for an outgoing president. “It’s a loosely regulated political vehicle that Trump can tap into after he leaves the White House to retain influence in the Republican Party and also to potentially benefit himself and his family financially,"" say… See More
democracynow.org
Trump Plots to Overturn Election: An Attack on Democracy or a Scheme to Make Millions for Himself?
Trump Plots to Overturn Election: An Attack on Democracy or a Scheme to Make Millions for Himself?
As President Trump continues to look for ways to overturn the 2020 election, he has also continued to raise massive sums of money — over half a billion dollars since mid-October, including more than $250 million since Election Day. The New York Times reports more than $60 million of what Trump rai...
Learn More
Like
Comment",2020-12-25T00:59:15Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'CONNECTION': [{'PAGE': [13]}], 'FRIENDS_OF_CONNECTION': [{'FriendOfConnection': {'PAGE': 'Democracy Now!'}}], 'LOCATION': [{'New York, New York', 'Location'}]},2020-12-25,2020-12-25"
23846513082450592,The New Yorker,1,NA,"“I don’t really like all this politics stuff. It just makes people crazy,"" a Trump supporter told our reporter Charles Bethea, shortly after threatening Bethea with violence.
“I don’t really like all this politics stuff. It just makes people crazy,"" a Trump supporter told our reporter Charles Bethea, shortly after threatening Bethea with violence.
newyorker.com
An Unexpected Encounter with Trump Supporters in Georgia
An Unexpected Encounter with Trump Supporters in Georgia
“I don’t really like all this politics stuff. It just makes people crazy.”",2020-12-25T20:29:52Z,NA,"{'AGE_GENDER': [{'Age': '6-33', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_WEBSITE': [{'CAWebsite': 'Condé Nast'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2021-01-06"
23846538084440032,Freedom First,1,NA,"What if you were imprisoned for tweeting?Demanding basic human rights is NOT a crime. Help us expose the truth about MBS today. LIKE our page if you support Jamal's legacy 
What if you were imprisoned for tweeting?
Demanding basic human rights is NOT a crime. Help us expose the truth about MBS today. 
LIKE our page if you support Jamal's legacy 
Freedom First
Freedom First
Join us in demanding an end to the human rights abuses committed by Saudi Arabia’s Mohammed bin Salman and his accomplices. Spearheaded by @thefreedomi.
Like Page
Like
Comment",2020-12-25T23:07:03Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'INTERESTS': [{'Interests': 'Amnesty International'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-26"
6206347475694,The Pi Hut,0.99999976,NA,"These are just some of our favourite Raspberry Pi goodies. All available to order today.
These are just some of our favourite Raspberry Pi goodies. All available to order today.
Raspberry Pi 4 Starter Kit
Shop Now
Raspberry Pi 400 Computer Kit
Shop Now
Sleeve for Raspberry Pi 400
Shop Now
HANNspree 15.6"" Touch Monitor
Shop Now
Raspberry Pi High Quality Camera Module
Shop Now
Official Raspberry Pi 7"" Touchscreen Display
Shop Now
Raspberry Pi 4 Model B
Shop Now
Raspberry Pi PoE HAT v2.0
Shop Now
Raspberry Pi 400
Shop Now
Retroflag NESPi 4 Case
Shop Now
See more at
THEPIHUT.COM
Like
Comment",2020-12-25T20:21:13Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_ENGAGEMENT_PAGE': [{'CAEngagementPage', 'The Pi Hut'}], 'LOCATION': [{'the United Kingdom', 'Location'}]},2020-12-25,2020-12-26"
23846551715600032,Freedom First,0.99999976,NA,"Jamal Khashoggi was a voice for freedom Will you honour him today by helping us demand accountability for his murder?LIKE our page to join the movement 
Jamal Khashoggi was a voice for freedom 
Will you honour him today by helping us demand accountability for his murder?
LIKE our page to join the movement 
Freedom First
Freedom First
Join us in demanding an end to the human rights abuses committed by Saudi Arabia’s Mohammed bin Salman and his accomplices. Spearheaded by @thefreedomi.
Like Page",2020-12-25T06:08:18Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'INTERESTS': [{'Interests': 'G-20 major economies'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-25"
23846551722840032,Freedom First,0.99999976,NA,"Jamal Khashoggi was a voice for freedom Will you honour him today by helping us demand accountability for his murder?LIKE our page to join the movement 
Jamal Khashoggi was a voice for freedom 
Will you honour him today by helping us demand accountability for his murder?
LIKE our page to join the movement 
Freedom First
Freedom First
Join us in demanding an end to the human rights abuses committed by Saudi Arabia’s Mohammed bin Salman and his accomplices. Spearheaded by @thefreedomi.
Like Page",2020-12-25T03:14:49Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'INTERESTS': [{'Interests': 'G-20 major economies'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-27"
6212826971307,USO,0.9999995,NA,"Sorry to interrupt your scrolling, but we need at least 1,524 more patriotic Americans to sign our card thanking our troops before midnight to reach our goal — and we're missing your name. With Christmas just around the corner, we can't let these brave service members feel forgotten. Will you sign the card now to thank our troops for the sacrifices they make every day?
Sorry to interrupt your scrolling, but we need at least 1,524 more patriotic Americans to sign our card thanking our troops before midnight to reach our goal — and we're missing your name. With Christmas just around the corner, we can't let these brave service members feel forgotten. Will you sign the card now to thank our troops for the sacrifices they make every day?
action.uso.org
Sign the Card: Thank Our Troops This Christmas
Sign the Card: Thank Our Troops This Christmas
We can’t let our troops feel forgotten this Christmas. Sign our card now to show your gratitude for their service and sacrifice.
Sign Up
Like
Comment",2020-12-25T14:00:41Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_DATAFILE': [{'USO', 'CustomAudiencesDatafile'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-25"
